"","business_id","name","address","city","state","postal_code","latitude","longitude","stars","review_count","is_open","attributes.RestaurantsTableService","attributes.WiFi","attributes.BikeParking","attributes.BusinessParking","attributes.BusinessAcceptsCreditCards","attributes.RestaurantsReservations","attributes.WheelchairAccessible","attributes.Caters","attributes.OutdoorSeating","attributes.RestaurantsGoodForGroups","attributes.HappyHour","attributes.BusinessAcceptsBitcoin","attributes.RestaurantsPriceRange2","attributes.Ambience","attributes.HasTV","attributes.Alcohol","attributes.GoodForMeal","attributes.DogsAllowed","attributes.RestaurantsTakeOut","attributes.NoiseLevel","attributes.RestaurantsAttire","attributes.RestaurantsDelivery","attributes.GoodForKids","attributes.ByAppointmentOnly","attributes.AcceptsInsurance","attributes.HairSpecializesIn","attributes.GoodForDancing","attributes.BestNights","attributes.Music","attributes.BYOB","attributes.CoatCheck","attributes.Smoking","attributes.DriveThru","attributes.BYOBCorkage","attributes.Corkage","attributes.RestaurantsCounterService","attributes.AgesAllowed","attributes.DietaryRestrictions","attributes.Open24Hours","categories","hours.Monday","hours.Tuesday","hours.Wednesday","hours.Thursday","hours.Friday","hours.Saturday","hours.Sunday"
"11","Y6MHlJ9U1rBNRf5BkyDTKw","Chipotle Mexican Grill","9600 S Interstate 35, Ste S350","Austin","TX","78748",30.15841, -97.79109,2.5, 70,1,False,'no',True,{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False},True,False,True,True,True,True,NA,NA,1,{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False},True,'none',{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False},NA,True,u'average',u'casual',True,True,NA,NA,NA,NA,NA,NA,NA,NA,NA,False,NA,NA,NA,NA,NA,NA,"Fast Food, Mexican, Restaurants",10:45-22:0,10:45-22:0,10:45-22:0,10:45-22:0,10:45-22:0,10:45-22:0,10:45-22:0
"12","_dx-TZFpEiHBHVuB8m1_gg","Chipotle Mexican Grill","3090 Kingsdale Ctr","Columbus","OH","43221",40.02045, -83.06044,3.0, 58,1,NA,'no',True,{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False},True,False,NA,True,True,True,NA,NA,1,{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False},True,'beer_and_wine',{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False},NA,True,u'average',u'casual',True,True,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mexican, Fast Food, Restaurants",10:30-22:0,10:30-22:0,10:30-22:0,10:30-22:0,10:30-22:0,11:0-22:0,11:0-21:0
"13","ducP3kcdUYG3anaB8QGByQ","Chipotle Mexican Grill","532 Broadway W, Unit 100","Vancouver","BC","V5Z 1E9",49.26293,-123.11604,3.0, 26,1,NA,NA,NA,{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False},NA,NA,NA,NA,NA,NA,NA,NA,NA,{'touristy': False, 'hipster': False, 'romantic': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False},True,NA,{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False},NA,True,NA,NA,True,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fast Food, Restaurants, Mexican",10:45-22:0,10:45-22:0,10:45-22:0,10:45-22:0,10:45-22:0,10:45-22:0,10:45-22:0
"14","ho0rwUdiR615Tk1FAb5FrQ","Chipotle Mexican Grill","12648 S Orange Blossom Trl","Orlando","FL","32837",28.38128, -81.40509,2.5, 48,1,False,'no',True,{'garage': False, 'street': None, 'validated': False, 'lot': True, 'valet': False},True,False,NA,True,True,True,NA,NA,1,{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False},True,'none',{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False},NA,True,'average','casual',True,True,NA,NA,NA,NA,NA,NA,NA,NA,NA,False,NA,NA,NA,NA,NA,NA,"Fast Food, Mexican, Restaurants",10:45-22:0,10:45-22:0,10:45-22:0,10:45-22:0,10:45-22:0,10:45-22:0,10:45-22:0
"15","NIE_VL7oTdX0J9U0jxidLQ","Chipotle Mexican Grill","227 Alewife Brook Pkwy, Spc B5","Cambridge","MA","02138",42.38926, -71.14342,3.0, 70,1,NA,u'no',True,{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False},True,False,NA,True,False,True,NA,NA,1,{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True},True,u'none',NA,NA,True,u'loud',u'casual',True,True,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fast Food, Mexican, Restaurants",10:45-21:0,10:45-21:0,10:45-21:0,10:45-21:0,10:45-21:0,10:45-21:0,10:45-21:0
"16","yUTF1l3m3V-TuGHoIbWMuA","Chipotle Mexican Grill","4351 13th St","Saint Cloud","FL","34769",28.25255, -81.31629,2.5, 57,1,False,'free',True,{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False},True,False,NA,True,True,True,NA,NA,1,{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False},True,'beer_and_wine',{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False},NA,True,'average','casual',True,True,NA,NA,NA,NA,NA,NA,NA,NA,NA,False,NA,NA,NA,NA,NA,NA,"Restaurants, Mexican, Fast Food",10:45-22:0,10:45-22:0,10:45-22:0,10:45-22:0,10:45-22:0,10:45-22:0,10:45-22:0
"17","6bT3RIGhz5mCjyiJV5wfgQ","Chipotle Mexican Grill","1726 N High St","Columbus","OH","43201",39.99753, -83.00737,2.5, 32,1,NA,'no',True,{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False},True,False,NA,True,False,True,NA,NA,1,NA,True,u'none',NA,NA,True,u'average','casual',True,True,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mexican, Fast Food, Restaurants",10:45-22:0,10:45-22:0,10:45-22:0,10:45-22:0,10:45-22:0,10:45-22:0,10:45-22:0
"18","ZSBqiuAgWLyV8lRJgDAARw","Chipotle Mexican Grill","1030 Main St, Ste 5","Waltham","MA","02451",42.37551, -71.25280,2.5, 82,1,NA,NA,True,{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False},True,False,NA,True,False,True,NA,NA,1,{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True},True,u'none',{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False},NA,True,u'average','casual',True,True,NA,NA,NA,NA,NA,NA,NA,NA,NA,False,NA,NA,NA,NA,NA,NA,"Mexican, Restaurants, Fast Food",10:45-22:0,10:45-22:0,10:45-22:0,10:45-22:0,10:45-22:0,10:45-22:0,10:45-22:0
"19","j_auWfMqHcOi6DiYg-RxLA","Chipotle Mexican Grill","718 Ponce De Leon Ave NE","Atlanta","GA","30306",33.77393, -84.36356,2.5,227,1,False,'no',True,{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False},True,False,NA,True,True,True,NA,NA,1,{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True},False,u'beer_and_wine',{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False},False,True,u'average','casual',True,True,NA,NA,NA,NA,NA,NA,NA,NA,NA,False,'yes_free',False,NA,NA,NA,NA,"Restaurants, Fast Food, Mexican",10:45-22:0,10:45-22:0,10:45-22:0,10:45-22:0,10:45-22:0,10:45-22:0,10:45-22:0
"20","X-tmOCfQ4y_c64xjtNN3ug","Chipotle Mexican Grill","1201 Barbara Jordan Blvd, Ste 1300","Austin","TX","78723",30.30565, -97.70795,3.0, 79,1,NA,'free',True,{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False},True,False,NA,True,True,True,NA,NA,1,{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True},True,'beer_and_wine',{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False},NA,True,u'average',u'casual',True,True,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,'no',NA,NA,NA,NA,NA,"Restaurants, Fast Food, Mexican",10:45-22:0,10:45-22:0,10:45-22:0,10:45-22:0,10:45-22:0,10:45-22:0,10:45-22:0
"21","NTPlGlURN-Zfz8ntMXPh-A","Chipotle Mexican Grill","103 State Rd 436","Fern Park","FL","32730",28.65969, -81.34075,3.0, 41,1,False,'no',True,{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False},True,False,NA,True,True,True,NA,NA,1,{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False},True,'beer_and_wine',{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False},NA,True,'average','casual',True,True,NA,NA,NA,NA,NA,NA,NA,NA,NA,False,NA,NA,NA,NA,NA,NA,"Restaurants, Fast Food, Mexican",10:45-22:0,10:45-22:0,10:45-22:0,10:45-22:0,10:45-22:0,10:45-22:0,10:45-22:0
"22","FGcAHfKn9es45UK2-2V8Vg","Chipotle Mexican Grill","2078 Henderson Mill Rd NE","Atlanta","GA","30345",33.84586, -84.25601,2.5, 91,1,NA,'no',False,{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False},True,False,NA,True,True,True,NA,NA,1,{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True},True,u'beer_and_wine',{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False},NA,True,'average',u'casual',True,True,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mexican, Fast Food, Restaurants, Tex-Mex",10:45-22:0,10:45-22:0,10:45-22:0,10:45-22:0,10:45-22:0,10:45-22:0,10:45-22:0
"23","l99JoOyGKuZlMHsfirEMQw","Chipotle Mexican Grill","450 Paradise Rd","Swampscott","MA","01907",42.48192, -70.90361,2.0, 16,1,NA,NA,NA,{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False},True,False,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False},NA,True,NA,NA,True,True,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fast Food, Mexican, Restaurants",10:45-22:0,10:45-22:0,10:45-22:0,10:45-22:0,10:45-22:0,10:45-22:0,10:45-22:0
"24","leBIJOs_IqI_oNDfRZpVFg","Chipotle Mexican Grill","101 Summer St","Boston","MA","02110",42.35340, -71.05809,3.0, 95,1,False,u'no',False,{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False},True,False,NA,True,True,True,NA,NA,1,{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True},True,u'none',{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False},NA,True,u'average',u'casual',True,True,NA,NA,NA,NA,NA,NA,NA,NA,NA,False,NA,NA,NA,NA,NA,NA,"Fast Food, Mexican, Restaurants, Tex-Mex",10:45-20:0,10:45-20:0,10:45-20:0,10:45-20:0,10:45-20:0,10:45-20:0,10:45-18:0
"25","Wa7FaJyR0OKJJrou_FK7Iw","Chipotle Mexican Grill","540 17th St NW, Ste 420","Atlanta","GA","30318",33.79104, -84.40707,2.0, 60,1,False,NA,NA,{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False},True,NA,NA,NA,True,True,NA,NA,1,{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False},True,NA,{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False},NA,True,u'average',NA,True,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,False,NA,NA,NA,NA,NA,NA,"Fast Food, Mexican, Restaurants",10:45-22:0,10:45-22:0,10:45-22:0,10:45-22:0,10:45-22:0,10:45-22:0,10:45-22:0
"26","9M7NW9QTuzuCuvLJtZu6AQ","Chipotle Mexican Grill","5400 Brodie Ln, Ste 1230","Sunset Valley","TX","78745",30.22882, -97.82216,2.5,171,1,False,'no',True,{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False},True,False,NA,True,True,True,NA,NA,1,{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True},True,u'beer_and_wine',{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False},NA,True,u'average','casual',True,True,False,NA,NA,NA,NA,NA,NA,NA,NA,False,NA,NA,NA,NA,NA,NA,"Tex-Mex, Fast Food, Mexican, Restaurants",10:45-22:0,10:45-22:0,10:45-22:0,10:45-22:0,10:45-22:0,10:45-22:0,10:45-22:0
"27","3vDX1h7by7FOuw0bBZdtdw","Chipotle Mexican Grill","2903 E Colonial Dr","Orlando","FL","32803",28.55358, -81.34688,3.0,106,1,NA,'free',True,{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False},True,False,NA,True,True,True,NA,NA,1,{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True},True,u'beer_and_wine',{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False},NA,True,u'average',u'casual',True,True,NA,NA,NA,NA,NA,NA,NA,NA,NA,False,NA,NA,NA,NA,NA,NA,"Restaurants, Mexican, Tex-Mex, Fast Food",10:45-22:0,10:45-22:0,10:45-22:0,10:45-22:0,10:45-22:0,10:45-22:0,10:45-22:0
"28","P-yxM00nXUm7x-VPuiEQKQ","Chipotle Mexican Grill","1201 NW Lovejoy St","Portland","OR","97209",45.53020,-122.68360,3.0, 82,1,NA,'no',True,{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False},True,False,NA,True,True,True,NA,NA,1,{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True},True,u'beer_and_wine',{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False},True,True,'average',u'casual',True,True,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fast Food, Mexican, Restaurants",10:45-22:0,10:45-22:0,10:45-22:0,10:45-22:0,10:45-22:0,10:45-22:0,10:45-22:0
"29","tSe7YQcpsabdujdtZJe41Q","Chipotle Mexican Grill","455 Arsenal St","Watertown","MA","02472",42.36157, -71.15995,1.0, 15,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,True,NA,NA,True,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mexican, Restaurants, Fast Food",10:45-22:0,10:45-22:0,10:45-22:0,10:45-22:0,10:45-22:0,10:45-22:0,10:45-22:0
"30","VhRMQHmdBvOU64RXmPG7ZQ","Chipotle Mexican Grill","11513 Regency Village Dr","Orlando","FL","32821",28.39368, -81.48547,2.0, 23,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,True,NA,NA,True,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fast Food, Mexican, Restaurants",10:45-22:0,10:45-22:0,10:45-22:0,10:45-22:0,10:45-22:0,10:45-22:0,10:45-22:0
"31","162wp2k2ifFFljhyzCU3iw","Chipotle Mexican Grill","4400 Ashford Dunwoody Rd NE, Ste 1385","Atlanta","GA","30346",33.92386, -84.34057,2.5, 33,1,False,'free',True,{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False},True,False,NA,True,False,True,NA,NA,1,{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False},True,'none',{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False},NA,True,'average','casual',True,True,NA,NA,NA,NA,NA,NA,NA,NA,NA,False,NA,NA,NA,NA,NA,NA,"Specialty Food, Food, Ethnic Food, Mexican, Restaurants, Fast Food",10:0-21:0,10:0-21:0,10:0-21:0,10:0-21:0,10:0-21:0,10:0-21:0,12:0-19:0
"32","foo5OSd_H0xLGvCrtor4gA","Chipotle Mexican Grill","1401 Oxford Rd NE","Atlanta","GA","30307",33.78857, -84.32668,3.0, 71,1,NA,'free',True,{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False},True,False,NA,True,True,True,NA,NA,1,{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True},True,'none',{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False},NA,True,u'average',u'casual',True,True,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Restaurants, Mexican, Fast Food",10:45-22:0,10:45-22:0,10:45-22:0,10:45-22:0,10:45-22:0,10:45-22:0,10:45-22:0
