business_id,date,stars,ambiance,environment,atmosphere,dirty,filthy,counter,seat,music,wifi,window,floor,decor,door,table,clean,trash,gloves,disgusting,mess,parking
Y6MHlJ9U1rBNRf5BkyDTKw,2010-10-09 00:12:14,5.0,,,,,,,,,,,,,,,0.7096,,,,,
Z6W09yz3d_FU1VQubdd43w,2016-02-13 02:01:23,1.0,,,,,,,,,,,,,,,,,,,,
44lWPwdBCOU9nsApE9FbRA,2009-03-02 13:16:55,3.0,,,,,,,,,,,,,,,,,,,,
j_auWfMqHcOi6DiYg-RxLA,2015-09-10 13:21:47,1.0,,,,,,,,,,,,,,,,,,,,
44lWPwdBCOU9nsApE9FbRA,2016-04-23 22:29:02,5.0,,,,,,,,,,,,,,,,,,,,
j_auWfMqHcOi6DiYg-RxLA,2018-05-29 17:09:45,1.0,,,,,,,,,,,,,,,,,,,-0.3612,
Hhc8Ix8sygBjqFbiO1c1TQ,2017-04-30 16:50:51,3.0,,,,,,,,,,,,,,,,,,,,
KpdYtK2KtLxEzYNW38XKZQ,2015-04-01 23:04:54,5.0,,,,,,,,,,,,,,,,,,,,
BSgn3PhOghLhyw00hdiQyQ,2015-08-20 18:27:21,3.0,,,,0.0772,,,,,,,0.4939,,,,,,,,,
44lWPwdBCOU9nsApE9FbRA,2013-11-16 01:32:30,1.0,,,,,,,,,,,,,,,,,,,,
1DqH1jYITwUvlVut_YBApg,2017-04-08 01:48:29,1.0,,,,,,,,,,,,,,,,,,,-0.3612,
44lWPwdBCOU9nsApE9FbRA,2014-12-18 02:15:26,3.0,,,,,,,,,,,,,,,,,,,,
HaKhksuFqOkKNY2_AZvPuQ,2016-12-05 01:52:49,4.0,,,,,,,,,,,,,,,,,,,,
BSgn3PhOghLhyw00hdiQyQ,2012-04-02 02:11:24,2.0,,,,,,,,,,,,,,,,,,,0.2023,
ho0rwUdiR615Tk1FAb5FrQ,2017-08-08 15:40:16,1.0,,,,,,,,,,,,,,,,,,,,
NIE_VL7oTdX0J9U0jxidLQ,2017-07-19 00:09:59,1.0,,,,,,,,,,,,,,,,,,,,
6bT3RIGhz5mCjyiJV5wfgQ,2014-10-27 16:35:35,5.0,,,,,,,,,,,,,,,,,,,,
ZSBqiuAgWLyV8lRJgDAARw,2015-08-07 02:48:06,4.0,,,,,,,,,,,,,,,,,,,,
Z6W09yz3d_FU1VQubdd43w,2015-11-19 23:39:20,4.0,,,,,,,,,,,,,,,,,,,,
1DqH1jYITwUvlVut_YBApg,2014-05-26 21:02:46,4.0,,,,,,,,,,,,,,,,,,,,
NIE_VL7oTdX0J9U0jxidLQ,2017-02-10 21:04:32,1.0,,,,,,,,,,,,,,,,,,,,
_dx-TZFpEiHBHVuB8m1_gg,2017-05-27 20:35:23,1.0,,,,,,,,,,,,,,,,,,,,
Z6W09yz3d_FU1VQubdd43w,2018-04-16 00:49:52,5.0,,,,,,,,,,,,,,,,,,,,
j_auWfMqHcOi6DiYg-RxLA,2015-05-14 02:05:35,4.0,,,,,,,,,,,,,,,,,,,,
ZSBqiuAgWLyV8lRJgDAARw,2015-09-25 00:51:43,5.0,,,,,,,,,,,,,,,,,,,-0.2263,
BSgn3PhOghLhyw00hdiQyQ,2017-08-16 19:27:53,1.0,,,,,,,,,,,,,,,,,,,,
BSgn3PhOghLhyw00hdiQyQ,2013-10-04 06:05:05,5.0,,,,,,,,,,,,,,,,,,,,
_dx-TZFpEiHBHVuB8m1_gg,2015-11-18 23:53:22,2.0,,,,,,,,,,,,,,,,,,,,
KpdYtK2KtLxEzYNW38XKZQ,2018-07-17 16:09:14,3.0,,,,,,,,,,,,,,,0.4019,,,,,
j_auWfMqHcOi6DiYg-RxLA,2017-08-17 16:47:53,2.0,,,,,,,,,,,,,,,,,,,,
ZSBqiuAgWLyV8lRJgDAARw,2014-02-07 18:40:06,1.0,,,,,,,,,,,,,,,,,,,,
GA82Hdfv2me7IYm4ojbzcg,2016-08-13 21:57:34,5.0,,,,,,,,,,,,,,,,,,,,
HaKhksuFqOkKNY2_AZvPuQ,2016-12-05 02:01:57,4.0,,,,,,,,,,,,,,,,,,,,
44lWPwdBCOU9nsApE9FbRA,2010-01-12 02:08:57,3.0,,,,,,,,,,,,,,,,,,,,
NIE_VL7oTdX0J9U0jxidLQ,2009-10-19 21:20:59,4.0,,,,,,,,,,,,,,,,,,,,
BSgn3PhOghLhyw00hdiQyQ,2018-03-04 20:54:29,1.0,,,,,,,,,,,,,,,,,,,,
44lWPwdBCOU9nsApE9FbRA,2013-08-05 00:29:44,1.0,,,,,,-0.1779,,,,,,,,,,,,,,
yUTF1l3m3V-TuGHoIbWMuA,2016-10-27 11:45:35,3.0,,,,,,,,,,,,,,,,,,,,
44lWPwdBCOU9nsApE9FbRA,2010-08-25 18:20:15,4.0,,,0.4585,,,,,0.7717,,,,,,0.2732,0.4019,,,,,-0.1027
NIE_VL7oTdX0J9U0jxidLQ,2013-01-03 19:59:01,4.0,,,,,,,,,,,,,,,,,,,,
KpdYtK2KtLxEzYNW38XKZQ,2016-01-31 01:26:52,2.0,,,,,,,,,,,,,,,,,,,,
Y6MHlJ9U1rBNRf5BkyDTKw,2014-08-12 16:49:36,2.0,,,,,,,,,,,,,,,,,,,,
j_auWfMqHcOi6DiYg-RxLA,2016-10-15 18:17:09,1.0,,,,,,,,,,,,,,,,,,,,
6bT3RIGhz5mCjyiJV5wfgQ,2014-06-30 18:51:57,1.0,,,,,,,,,,,,,,,,,,,,
44lWPwdBCOU9nsApE9FbRA,2012-05-30 11:32:52,3.0,,,,,,,,,,,,,,,,,,,,
1DqH1jYITwUvlVut_YBApg,2013-10-26 01:10:30,3.0,,,,,,,,,,,,,,,,,,,,
yUTF1l3m3V-TuGHoIbWMuA,2018-09-14 17:52:52,1.0,,,,,,,,,,,,,,,,,,,,
44lWPwdBCOU9nsApE9FbRA,2014-07-30 02:48:38,4.0,,,,,,,,,,,,,0.4019,,,,,,,
Z6W09yz3d_FU1VQubdd43w,2008-12-10 02:24:21,4.0,,,,,,,,0.6249,,,,,0.3182,,,,,,,
Hhc8Ix8sygBjqFbiO1c1TQ,2013-11-15 14:24:43,4.0,,,,,,,,,,,,,,,,,,,,
Hhc8Ix8sygBjqFbiO1c1TQ,2016-04-13 02:45:57,5.0,,,,,,,,,,,,,,,,,,,0.2584,
j_auWfMqHcOi6DiYg-RxLA,2009-10-20 15:42:10,2.0,,,,,,,,,,,,,,,,,,,-0.3612,
44lWPwdBCOU9nsApE9FbRA,2010-11-28 04:37:30,4.0,,,,,,,,,,,,,,,,,,,,
GA82Hdfv2me7IYm4ojbzcg,2018-09-04 03:29:05,1.0,,,,,,,,,,,,,,,,,,,,
44lWPwdBCOU9nsApE9FbRA,2015-08-31 22:27:31,2.0,,,,,,,,,,,,,,,,,,,,
44lWPwdBCOU9nsApE9FbRA,2013-09-06 05:16:19,1.0,,,,,,,,,,,,,,,,,,,,
6bT3RIGhz5mCjyiJV5wfgQ,2015-02-17 18:46:55,3.0,,,,,,,,,,,,,,,,,,,,
NIE_VL7oTdX0J9U0jxidLQ,2015-06-23 16:44:18,5.0,,,,,,,,,,,,,,,,,,,,
Z6W09yz3d_FU1VQubdd43w,2014-08-12 01:31:07,2.0,,,,,,,,,,,,,,,,,,,,
j_auWfMqHcOi6DiYg-RxLA,2018-03-05 00:28:39,1.0,,,,,,,,,,,,,,,,,,,,-0.4767
BSgn3PhOghLhyw00hdiQyQ,2015-09-11 23:24:20,1.0,,,,,,,,,,,,,,,,,,,,
j_auWfMqHcOi6DiYg-RxLA,2013-12-08 23:22:03,1.0,,,,,,,,,,,,,,,,,,,,-0.4588
44lWPwdBCOU9nsApE9FbRA,2014-10-29 22:35:30,4.0,,,,,,,,,,,,,,0.3182,,,,,,
Hhc8Ix8sygBjqFbiO1c1TQ,2016-12-21 01:25:42,1.0,,,,,,,,,,,,,,,,,,,,
ZSBqiuAgWLyV8lRJgDAARw,2013-11-15 00:52:54,1.0,,,,,,,,,,,,,,,,,,,,
X-tmOCfQ4y_c64xjtNN3ug,2013-09-05 21:56:23,3.0,,,,,,,,,,,,,,,,,,,,
BSgn3PhOghLhyw00hdiQyQ,2014-06-12 03:08:24,1.0,,,,,,,,,,,,,,,,,,,,
Z6W09yz3d_FU1VQubdd43w,2018-05-08 23:09:13,5.0,,,,,,,,,,,,,,,,,,,,
BSgn3PhOghLhyw00hdiQyQ,2010-11-29 03:58:49,4.0,,,,,,,,,,,,,,,,,,,,
j_auWfMqHcOi6DiYg-RxLA,2015-01-21 22:10:26,3.0,,,0.4215,,,,,0.5719,,,,,,,0.6124,,,,,-0.2944
j_auWfMqHcOi6DiYg-RxLA,2011-04-24 21:04:34,4.0,,,,,,,,,,,,,,,,,,,,
j_auWfMqHcOi6DiYg-RxLA,2015-08-31 23:58:32,1.0,,,,-0.4404,,,,,,,,,,-0.4404,,,,,,
44lWPwdBCOU9nsApE9FbRA,2016-10-15 16:48:12,1.0,,,,,,,,,,,,,,,,,,,,
j_auWfMqHcOi6DiYg-RxLA,2011-07-02 19:19:45,3.0,,,,,,,,,,,,,,,,,,,,0.5994
GA82Hdfv2me7IYm4ojbzcg,2017-07-29 23:21:39,2.0,,,,,,,,,,,,,,,,,,,-0.34,
yUTF1l3m3V-TuGHoIbWMuA,2017-11-08 00:55:03,1.0,,,,,,,,,,,,,,,,,,,,
NIE_VL7oTdX0J9U0jxidLQ,2013-09-05 00:51:23,1.0,,0.6597,,,,,,-0.4019,,,,,,,,,,,,
X-tmOCfQ4y_c64xjtNN3ug,2017-01-03 15:33:51,1.0,,,,,,,,,,,,,,,,,,,,
j_auWfMqHcOi6DiYg-RxLA,2014-11-14 15:51:07,5.0,,,,,,,,,,,,,,,0.6249,,,,,
j_auWfMqHcOi6DiYg-RxLA,2014-04-04 00:10:36,4.0,,,,,,,,,,,,,,,,,,,,-0.4767
ZSBqiuAgWLyV8lRJgDAARw,2015-09-01 14:10:27,4.0,,,,,,,,,,,,,,,,,,,,
44lWPwdBCOU9nsApE9FbRA,2014-12-19 01:16:00,1.0,,,,,,,,,,,,,,,,,,-0.5267,,
BSgn3PhOghLhyw00hdiQyQ,2018-10-04 02:42:19,1.0,,,,,,,,,,,0.3612,,,,0.3612,,0.2732,,,
wv314cvTXt7-0dr0SpCQAw,2018-05-10 03:54:38,1.0,,,,,,,,,,,,,,,,,,,,
BSgn3PhOghLhyw00hdiQyQ,2013-07-15 05:34:27,2.0,,,,,,,,,,,,,,,,,,,,
KpdYtK2KtLxEzYNW38XKZQ,2017-05-26 23:11:47,3.0,,,,,,,,,,,,,,,,,,,,
1DqH1jYITwUvlVut_YBApg,2017-05-02 17:25:25,2.0,,,,,,,,,,,,,,,,,,,-0.3612,
BSgn3PhOghLhyw00hdiQyQ,2013-08-05 18:13:44,1.0,,,,,,,,,,,,,,,-0.5106,,,,,
j_auWfMqHcOi6DiYg-RxLA,2014-04-23 03:19:44,3.0,,,,,,,,,,,,,,,,,,,,
NIE_VL7oTdX0J9U0jxidLQ,2010-01-16 17:10:01,4.0,0.4019,,,,,,,,,,,,,,,,,,,0.4404
X-tmOCfQ4y_c64xjtNN3ug,2007-06-28 23:51:24,3.0,,,,,,,,,,,,,,,,,,,,
44lWPwdBCOU9nsApE9FbRA,2008-09-04 03:16:46,1.0,,,,,,,,,,,,,,,,,,,,
ho0rwUdiR615Tk1FAb5FrQ,2015-02-24 16:06:28,1.0,,,,,,,,,,,,,,,,,,,,
44lWPwdBCOU9nsApE9FbRA,2016-12-22 04:53:54,1.0,,,,,,,,,,,,,,,,,,,,
44lWPwdBCOU9nsApE9FbRA,2014-12-01 23:05:12,1.0,,,,,,0.4019,,,,,,,,,0.4019,,,,,
BSgn3PhOghLhyw00hdiQyQ,2016-10-16 01:41:17,2.0,,,,,,,,,,,,,,,,,,,,
GA82Hdfv2me7IYm4ojbzcg,2017-07-10 07:41:02,1.0,,,,,,,,,,,,,,,,,,,,
BSgn3PhOghLhyw00hdiQyQ,2013-06-25 15:59:34,1.0,,,,,,,,,,,,,,,,,,,,
HaKhksuFqOkKNY2_AZvPuQ,2018-02-03 18:41:55,1.0,,,,,,,,,,,,,,,,,,,-0.6597,
44lWPwdBCOU9nsApE9FbRA,2014-06-14 00:23:58,1.0,,,,,,,,,,,,,,,,0.2732,-0.12315000000000001,-0.30505,,
NIE_VL7oTdX0J9U0jxidLQ,2016-03-20 01:51:42,4.0,,,,,,,,,,,,,,,,,,,,
Hhc8Ix8sygBjqFbiO1c1TQ,2014-07-14 16:46:23,5.0,,,,,,,,,,,,,,,,,,,,
ZSBqiuAgWLyV8lRJgDAARw,2016-01-05 23:36:30,2.0,,,,,,,,,,,,,,,,,,,,
NIE_VL7oTdX0J9U0jxidLQ,2015-10-19 22:36:52,4.0,,,,,,,,,,,,,,,,,,,,0.4404
j_auWfMqHcOi6DiYg-RxLA,2012-11-10 02:09:49,2.0,,,,,,,,,,,,,,,0.4019,,,,,
ZSBqiuAgWLyV8lRJgDAARw,2016-08-27 05:36:20,5.0,,,,,,0.3182,,,,,,,,,,,,,,
HaKhksuFqOkKNY2_AZvPuQ,2015-10-26 15:14:11,5.0,,,,,,,,,,,,,,,,,,,,
X-tmOCfQ4y_c64xjtNN3ug,2017-01-15 21:36:22,4.0,,,,,,,,,,,,,,,,,,,,
_dx-TZFpEiHBHVuB8m1_gg,2014-02-09 13:47:39,2.0,,,,,,,,,,,,,,,,,,,,
Y6MHlJ9U1rBNRf5BkyDTKw,2015-05-14 19:18:59,4.0,,,,,,,,,,,,,,,,,,,,
ZSBqiuAgWLyV8lRJgDAARw,2016-09-08 23:07:25,5.0,,,,,,,,,,,,,,,,,,,,
Z6W09yz3d_FU1VQubdd43w,2014-06-13 23:08:10,4.0,,,,,,,,,,,,,,,,,,,,
NIE_VL7oTdX0J9U0jxidLQ,2013-08-05 16:34:06,4.0,,,,,,,,,,,,,,,,,,,,
j_auWfMqHcOi6DiYg-RxLA,2018-09-16 01:38:38,3.0,,,,0.576,,,,,,,,,,,0.49874999999999997,,,,,
BSgn3PhOghLhyw00hdiQyQ,2018-04-05 23:30:59,5.0,,,,,,,,,,,,,,,,,,,,
ZSBqiuAgWLyV8lRJgDAARw,2013-10-25 22:18:26,3.0,,,,,,,,,,,,,,,,,,,,
Z6W09yz3d_FU1VQubdd43w,2011-02-17 23:25:02,4.0,,,,,,,,,,,,,,,,,,,,
44lWPwdBCOU9nsApE9FbRA,2016-06-14 22:38:51,5.0,,,,,,,,,,,,,0.3182,,,,,,,
BSgn3PhOghLhyw00hdiQyQ,2014-12-20 00:41:59,2.0,,,,,,,,,,,,,,,,,,,,
wv314cvTXt7-0dr0SpCQAw,2016-05-21 23:56:43,1.0,,,,,,,,,,,,,,,,,,,,
j_auWfMqHcOi6DiYg-RxLA,2014-11-16 01:26:38,4.0,,,,,,,,,,,,,,,,,,,,
yUTF1l3m3V-TuGHoIbWMuA,2017-03-28 19:25:23,3.0,,,,,,,,,,,,,,,,,,,0.20845,
ho0rwUdiR615Tk1FAb5FrQ,2017-02-22 14:16:04,3.0,,,,,,0.3612,,,,,,,,,,,,,,
BSgn3PhOghLhyw00hdiQyQ,2017-12-03 23:35:58,1.0,,,,-0.7184,,,,,,,,,,,,,,,,
ZSBqiuAgWLyV8lRJgDAARw,2014-02-28 01:49:03,1.0,,,,,,,,,,,,,,,0.3612,,,,,
Z6W09yz3d_FU1VQubdd43w,2015-11-21 21:18:13,2.0,,,,,,,,,,,,,,,,,,,,
j_auWfMqHcOi6DiYg-RxLA,2016-08-28 01:58:04,4.0,,,,,,,,,,,,,,,,,,,,-0.5423
ho0rwUdiR615Tk1FAb5FrQ,2017-10-04 18:45:34,5.0,,,,,,,,,,,,,,,,,,,,
ZSBqiuAgWLyV8lRJgDAARw,2015-04-03 00:41:57,4.0,,,,,,,,,,,,,,,,,,,,
ducP3kcdUYG3anaB8QGByQ,2017-12-19 06:30:05,2.0,,,,,,,,,,,,,,,,,,,,
44lWPwdBCOU9nsApE9FbRA,2017-06-10 04:00:39,1.0,,,,,,,,,,,,,,,,,,,,
j_auWfMqHcOi6DiYg-RxLA,2010-10-10 21:36:54,3.0,,,,,,,,,,,,,,,,,,,,
Y6MHlJ9U1rBNRf5BkyDTKw,2015-07-07 23:00:50,1.0,,,,,,,,,,,,,,,,,,,,
BSgn3PhOghLhyw00hdiQyQ,2015-09-12 23:08:08,1.0,,,,,,,,,,,,,,,,,,,,
_dx-TZFpEiHBHVuB8m1_gg,2017-07-31 23:55:22,2.0,,,,,,,,,,,,,,,,,,,,
BSgn3PhOghLhyw00hdiQyQ,2015-01-06 18:42:23,4.0,,,,,,,,,,,,,,,,,,,,
Y6MHlJ9U1rBNRf5BkyDTKw,2017-12-06 23:40:43,5.0,,,,,,,,,,,,,,,,,,,,
BSgn3PhOghLhyw00hdiQyQ,2015-08-21 01:11:21,1.0,,,,,,,,,,,,,,,,,,,,
44lWPwdBCOU9nsApE9FbRA,2009-10-27 00:43:18,4.0,,,,,,,,,,,,,,,,,,,,
j_auWfMqHcOi6DiYg-RxLA,2016-08-27 23:05:04,2.0,,,,,,,,,,,,,,,,,,,,-0.5423
j_auWfMqHcOi6DiYg-RxLA,2008-08-31 18:58:33,5.0,,,,,,,,,,,,,,,,,,,,
j_auWfMqHcOi6DiYg-RxLA,2013-03-23 23:45:36,2.0,,,,,,,,,,,,,,,,,,,,-0.0772
44lWPwdBCOU9nsApE9FbRA,2014-01-01 20:10:43,2.0,,,,,,,,-0.0772,,,,,,,,,,,,
1DqH1jYITwUvlVut_YBApg,2013-10-08 18:52:22,3.0,,,,,,,,,,,,,,,,,,,,
GA82Hdfv2me7IYm4ojbzcg,2017-03-30 20:28:04,5.0,,,,,,,,,,,,,,,,,,,,
44lWPwdBCOU9nsApE9FbRA,2015-05-28 23:45:46,3.0,,,,,,,,,,,,,,,,,,,,
44lWPwdBCOU9nsApE9FbRA,2015-08-20 22:35:44,3.0,,,,,,,,,,,,,,,,,,,,
GA82Hdfv2me7IYm4ojbzcg,2016-07-06 01:04:57,1.0,,,,,,,,,,,,,,,,,,,,
BSgn3PhOghLhyw00hdiQyQ,2013-01-05 06:59:01,4.0,,,,,,,,,,,,,,,,,,,-0.34,
GA82Hdfv2me7IYm4ojbzcg,2016-06-16 03:35:45,2.0,,,,,,,,,,,,,,,,,,,,
Y6MHlJ9U1rBNRf5BkyDTKw,2016-06-15 02:51:46,1.0,,,,,,,,,,,,,,,,,,,,
Z6W09yz3d_FU1VQubdd43w,2013-08-18 16:03:48,4.0,,,,,,,,,,,,,,,,,,,,
j_auWfMqHcOi6DiYg-RxLA,2009-11-03 17:22:19,4.0,,,,,,,,,,,,,,,,,,,,
ZSBqiuAgWLyV8lRJgDAARw,2014-07-16 02:36:28,5.0,,,,,,,,,,,,,,,0.4019,,,,,
1DqH1jYITwUvlVut_YBApg,2015-04-05 06:25:41,3.0,,,,,,,,,,,,,,,,,,,,
44lWPwdBCOU9nsApE9FbRA,2012-12-12 15:24:36,3.0,,,,,,0.6908,,,,,,,,,,,,,,
BSgn3PhOghLhyw00hdiQyQ,2012-02-04 20:31:02,5.0,,,,,,,,,,,,,,,,,,,,
j_auWfMqHcOi6DiYg-RxLA,2013-01-06 23:21:19,4.0,,,,,,,,,,,,,,,,,,,,-0.2263
Hhc8Ix8sygBjqFbiO1c1TQ,2018-09-17 07:27:45,5.0,,,,,,,,,,,,,,,,,,,,
BSgn3PhOghLhyw00hdiQyQ,2013-09-09 22:34:17,1.0,,,,,,,,,,,,,,,,,,,,
1DqH1jYITwUvlVut_YBApg,2012-11-09 16:57:39,5.0,,,,,,0.4588,,,,,,,,,,,,,,
ZSBqiuAgWLyV8lRJgDAARw,2015-10-26 12:44:27,1.0,,,,,,,,,,,,,,,,,,,,
44lWPwdBCOU9nsApE9FbRA,2018-06-28 05:05:51,3.0,,,,,,,,,,,,,,,,,,,,
Hhc8Ix8sygBjqFbiO1c1TQ,2016-06-13 17:39:26,5.0,,,,,,,,,,,,,,,,,,,,
HaKhksuFqOkKNY2_AZvPuQ,2016-10-28 16:17:09,1.0,,,,,,,,,,,,,,,,,,,,
44lWPwdBCOU9nsApE9FbRA,2017-12-31 01:12:29,5.0,,,,,,,,,,,,,,,,,,,,
Hhc8Ix8sygBjqFbiO1c1TQ,2016-11-13 21:43:07,4.0,,,,,,,,,,,,,,,,,,,,
j_auWfMqHcOi6DiYg-RxLA,2014-02-26 21:28:39,4.0,,,,,,,,,,,,,,,,,,,,
Y6MHlJ9U1rBNRf5BkyDTKw,2011-01-20 02:55:56,3.0,,,,,,,,,,,,,,,,,,,,
44lWPwdBCOU9nsApE9FbRA,2011-07-06 00:56:34,5.0,,,,,,,,,,,,,,,,,,,,
ZSBqiuAgWLyV8lRJgDAARw,2018-03-17 22:43:43,1.0,,,,,,,,,,,,,,,,,,,,
KpdYtK2KtLxEzYNW38XKZQ,2016-10-30 17:40:05,5.0,,,,,,,,,,,,,,,,,,,,
ho0rwUdiR615Tk1FAb5FrQ,2017-08-30 17:23:22,1.0,,,,,,,,,,,,,,,,,,,,
_dx-TZFpEiHBHVuB8m1_gg,2013-12-11 11:08:21,5.0,,,,,,,,,,,,,,,,,,,,
Hhc8Ix8sygBjqFbiO1c1TQ,2015-05-02 00:46:41,5.0,,,,,,,,,,,,,,,,,,,,
44lWPwdBCOU9nsApE9FbRA,2008-09-15 00:26:20,1.0,-0.5574,,,,,,,,,,,,,,,,,,,
